backend,backend_key,n,status,fit_s,loglik_s,predict_s,update_s,wall_s,ll,ll_native,ll_comparable,rmse,q2,dloglik_n,dmean_rms
libKriging-Iterative-CUDA,iter-cuda,4000,ok,1.3467083319992526,12.714599754996016,0.25856497500353726,1.0179209299967624,32.925988108996535,2133.367202461567,2133.367202461567,True,0.042156064218562085,0.9991823155522361,0.012600371190951363,0.0005375863385603059
libKriging-Iterative-CUDA,iter-cuda,8000,ok,10.51301922199491,265.20367783499387,0.4466983010061085,6.820583952998277,297.11028901600366,9305.93347025742,9305.93347025742,True,0.021694340071191667,0.9997834498394038,0.055709592489425634,0.0006879738524938006
libKriging-Iterative-OpenMP,iter-omp,250,ok,0.06941731299593812,0.07816289699985646,0.036169293998682406,0.05536268499417929,1.7756714619972627,-316.21561508576207,-316.21561508576207,True,0.47726365717705865,0.895194915507696,0.004100952020457044,0.00018687575307598685
libKriging-Iterative-OpenMP,iter-omp,500,ok,0.07513928399566794,0.1010457989978022,0.08735514499858255,0.08899643999757245,2.7873369949957123,-458.72390364425905,-458.72390364425905,True,0.34018140722882384,0.9467540267689588,0.00899614887267535,0.00029207565635006673
libKriging-Iterative-OpenMP,iter-omp,1000,ok,0.20339537099789595,0.30951022199587896,0.13911313899734523,0.18739595700026257,5.948777302000963,-510.8410502112208,-510.8410502112208,True,0.2110967641644543,0.9794964635250247,0.002016304626848296,0.0003733639505259777
libKriging-Iterative-OpenMP,iter-omp,2000,ok,0.667782915996213,1.5976644399997895,0.27364182499877643,0.562273188996187,23.484899286995642,-64.84414903949346,-64.84414903949346,True,0.09552752708945637,0.9958012241222893,0.002108683183067683,0.00030625427296054756
libKriging-Iterative-OpenMP,iter-omp,4000,ok,3.7754768369995872,20.964030863004155,0.5348989150006673,2.2914532190043246,57.521430241002236,2133.2467222156847,2133.2467222156847,True,0.042130295530629296,0.9991833148967354,0.012630491252421962,0.0005937140870307939
libKriging-Iterative-OpenMP,iter-omp,8000,ok,37.05614033200254,397.6082591719969,1.4274969159960165,16.236719776003156,500.86975159999565,9306.206957604216,9306.206957604216,True,0.02171180174803834,0.9997831010986078,0.05567540657107611,0.0006918381042455537
GPyTorch-BBMM-CUDA,gpt-cuda,250,ok,0.1679718130035326,0.1365090660037822,0.13874109099560883,,2.506067398004234,-326.541901543182,-1.3075668317709985,True,0.4772667930960709,0.8951935382340158,0.03720419380922271,0.0002525814417963353
GPyTorch-BBMM-CUDA,gpt-cuda,500,ok,0.16559248499834212,0.17059163199883187,0.15499477100092918,,2.6629583280009683,-459.80397704413986,-0.9850066339437772,True,0.34017441573994867,0.9467562153941812,0.0068360020729137435,0.00039193444688271327
GPyTorch-BBMM-CUDA,gpt-cuda,1000,ok,0.7352343720049248,0.7544932509990758,0.18341881499509327,,8.5553483610056,-885.4154310050315,-1.1000294143942957,True,0.21110037315947902,0.9794957624456504,0.37255807616696235,0.00028907170258273484
GPyTorch-BBMM-CUDA,gpt-cuda,2000,ok,2.1835361250050482,2.239422419006587,0.39273550100188004,,24.529205161998107,-602.0286402640495,-0.7188603627690097,True,0.09551426122072605,0.9958023902059046,0.2707009287953457,0.0006300725948768472
GPyTorch-BBMM-CUDA,gpt-cuda,4000,ok,18.317307679004443,18.48600873599935,1.87389488700137,,47.94810956399306,1540.3836823506308,-0.2815086839003259,True,0.04213493705890396,0.9991831349371239,0.16084625121868543,0.00025152322159881896
GPyTorch-BBMM-CUDA,gpt-cuda,8000,"error: OutOfMemoryError('CUDA out of memory. Tried to allocate 490.00 MiB. GPU 0 has a total capacity of 3.95 GiB of which 434.12 MiB is free. Including non-PyTorch memory, this process has 3.52 GiB memory in use. Of the allocated memory 2.88 GiB is allocated by PyTorch, and 19.06 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)')",,,,,175.5081931320019,,,,,,,
