backend,backend_key,n,status,fit_s,loglik_s,predict_s,wall_s,ll,ll_native,ll_comparable,rmse,q2,dloglik_n,dmean_rms
libKriging-Cholesky-BLAS,chol,250,ok,0.008610600023530424,0.008982199942693114,0.005426499992609024,0.12457049998920411,-317.2408530908763,-317.2408530908763,True,0.47726526621439047,0.8951942088308928,0.0,0.0
libKriging-Cholesky-BLAS,chol,500,ok,0.03192900004796684,0.032791599980555475,0.010060800006613135,0.3939259999897331,-463.2219780805967,-463.2219780805967,True,0.3401809738091629,0.946754162448549,0.0,0.0
libKriging-Cholesky-BLAS,chol,1000,ok,0.16542760003358126,0.14471210003830492,0.024633299908600748,1.790389799978584,-512.8573548380691,-512.8573548380691,True,0.21110003711061393,0.9794958277266366,0.0,0.0
libKriging-Cholesky-BLAS,chol,2000,ok,0.6003242000006139,0.644854599959217,0.06071119999978691,6.739775999914855,-60.626782673358434,-60.626782673358434,True,0.0955220663189642,0.9958017041492881,0.0,0.0
libKriging-Cholesky-BLAS,chol,4000,ok,2.8971492000855505,3.0355588999809697,0.18156749999616295,9.980698200059123,2183.7686872253726,2183.7686872253726,True,0.042143014974619725,0.9991828216958988,0.0,0.0
libKriging-Iterative-HIP,iter-hip,250,ok,0.021181800053454936,0.021522899973206222,0.013507400057278574,0.9694101999048144,-316.215615085762,-316.215615085762,True,0.47726703530781805,0.8951934318559354,0.004100952020457271,0.000218770352323316
libKriging-Iterative-HIP,iter-hip,500,ok,0.02694020001217723,0.029180899960920215,0.04607889999169856,0.524536499986425,-458.72409197321497,-458.72409197321497,True,0.34018468732314605,0.9467529999482521,0.00899577221476352,0.00028728431055983345
libKriging-Iterative-HIP,iter-hip,1000,ok,0.05359509994741529,0.07270429993513972,0.10027149994857609,1.16932840005029,-510.8407431777319,-510.8407431777319,True,0.21109158743671383,0.9794974691294925,0.0020166116603372187,0.0007854640027843751
libKriging-Iterative-HIP,iter-hip,2000,ok,0.14013340009842068,0.3000389999942854,0.23260940006002784,3.389963799971156,-64.86015465063497,-64.86015465063497,True,0.09550710363699644,0.9958030192976747,0.002116685988638267,0.0005587469578313283
libKriging-Iterative-HIP,iter-hip,4000,ok,0.8228867000434548,5.07176459999755,0.8561444999650121,13.513645000057295,2133.3697580073795,2133.3697580073795,True,0.042136581338894565,0.9991830711809548,0.012599732304498274,0.0006271612560691073
libKriging-Iterative-OpenMP,iter-omp,250,ok,0.0318960000295192,0.035553600057028234,0.00937109999358654,1.0845839999383315,-316.2156150857621,-316.2156150857621,True,0.4772670355477648,0.895193431750552,0.0041009520204568165,0.00021876951857089822
libKriging-Iterative-OpenMP,iter-omp,500,ok,0.23519309994298965,0.2489138999953866,0.028891100082546473,2.809152700006962,-458.72363162417594,-458.72363162417594,True,0.34017929264060226,0.9467546887272875,0.00899669291284158,0.00023145549240578985
libKriging-Iterative-OpenMP,iter-omp,1000,ok,0.2763508000643924,0.35934680001810193,0.07317550003062934,3.717140099965036,-510.84386928953654,-510.84386928953654,True,0.21109896452189558,0.9794960360874525,0.0020134855485325715,0.0007399486467192744
libKriging-Iterative-OpenMP,iter-omp,2000,ok,0.6918291000183672,1.3535024999873713,0.3131767000304535,13.473491100012325,-64.87206150280258,-64.87206150280258,True,0.09551077663218603,0.9958026964779939,0.002122639414722073,0.0007853406000193666
libKriging-Iterative-OpenMP,iter-omp,4000,ok,3.47731600003317,12.690994600066915,2.039961300091818,26.585395199945197,2133.1496048435856,2133.1496048435856,True,0.04212751871106318,0.9991834225490749,0.012654770595446735,0.0006544467006887574
